parameter_id,JAXLA_GRS_010_001
pvalue,0.8129331
parameter_name,Forelimb grip strength normalised against body weight
mouse_life_stage,Early adult
gene_symbol,Cpa3
analysis_id,4em1491pvw08aix
gene_accession_id,MGI:88479
mouse_strain,C57BL
