gene_symbol,Hspa5
parameter_name,Lower teeth appearance
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.07328464
analysis_id,2m9l1ff6l64w8w8
gene_accession_id,MGI:95835
parameter_id,IMPC_CSD_070_001
