gene_symbol,Wars2
analysis_id,e357087n090o424
mouse_strain,C57BL
pvalue,0.5913677
parameter_name,Edema
gene_accession_id,MGI:1917810
mouse_life_stage,E9.5
parameter_id,IMPC_GEO_064_001
