parameter_id,HRWLLA_OFD_007_001
parameter_name,Whole arena resting time
analysis_id,3n29np7ased2943
gene_accession_id,MGI:1338022
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2699134
gene_symbol,Opn3
