pvalue,0.7341112
analysis_id,km4p13y14392me6
mouse_strain,C57BL
parameter_id,MGP_IMM_112_001
gene_accession_id,MGI:1914050
mouse_life_stage,Early adult
gene_symbol,Trp53rkb
parameter_name,Follicular B cells - % of CD45+
