parameter_id,MGP_IMM_099_001
gene_accession_id,MGI:95835
pvalue,0.1113659
mouse_life_stage,E9.5
parameter_name,Effector NK cells - % of CD45+
gene_symbol,Hspa5
mouse_strain,C57BL
analysis_id,143fr083kvj75d2
