parameter_id,IMPC_CBC_008_001
pvalue,0.406111
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,8a3a6muzh9ryx3n
parameter_name,Total bilirubin
gene_accession_id,MGI:104848
gene_symbol,Inpp1
