gene_symbol,Ahcy
mouse_life_stage,E9.5
gene_accession_id,MGI:87968
parameter_id,IMPC_EYE_092_002
pvalue,0.5875993
analysis_id,6pdgyiuw0918o0v
parameter_name,Retina (combined)
mouse_strain,C57BL
