pvalue,0.5239558
gene_accession_id,MGI:1919137
gene_symbol,Ppm1j
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Body Weight
analysis_id,wf99kg6o1t69448
parameter_id,M-G-P_020_001_001
