parameter_name,Tibia length
mouse_life_stage,Early adult
pvalue,0.4911418
parameter_id,TCPLA_XRY_033_001
gene_symbol,Cds2
mouse_strain,129SV
gene_accession_id,MGI:1332236
analysis_id,45ddy610p2i56ff
