mouse_strain,C57BL
parameter_id,JAX_ROT_002_001
gene_accession_id,MGI:1917604
analysis_id,mqe2ya4u0014qlq
gene_symbol,Secisbp2l
mouse_life_stage,Early adult
pvalue,0.3154227
parameter_name,Average duration
