mouse_life_stage,Late adult
parameter_id,IMPC_EYE_026_001
pvalue,0.6406527
analysis_id,63san04s05n747j
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_name,Retinal Blood Vessels Pattern
mouse_strain,C57BL
