parameter_name,Eye
parameter_id,IMPC_EYE_001_001
analysis_id,qb4yp27w90f9du2
mouse_strain,C57BL
pvalue,0.5884504
mouse_life_stage,Early adult
gene_symbol,Rhbg
gene_accession_id,MGI:1927379
