gene_symbol,Lpgat1
parameter_id,JAX_OFD_012_001
analysis_id,7c919h66l5qkqcc
pvalue,0.2981562
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_name,Periphery permanence time
