gene_symbol,Sprr1b
gene_accession_id,MGI:106659
parameter_name,Tibia length
mouse_life_stage,Early adult
parameter_id,TCPLA_XRY_033_001
analysis_id,2203f3055cw210i
mouse_strain,C57BL
pvalue,0.2708461
