parameter_id,IMPC_ABR_002_001
analysis_id,j66i9t641c026og
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Click-evoked ABR threshold
pvalue,0.9761857
gene_symbol,Lamb3
gene_accession_id,MGI:99915
