parameter_id,IMPC_CSD_079_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1914061
pvalue,0.4394638
gene_symbol,Duoxa2
parameter_name,Aggression
analysis_id,669uubk50ndrq90
mouse_strain,C57BL
