mouse_life_stage,Middle aged adult
gene_symbol,Hpca
analysis_id,izopo856c12qu7k
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_name,Total CD4+ T cells - % of ab T cells
pvalue,0.3032922
parameter_id,MGP_IMM_004_001
