gene_symbol,Tiprl
analysis_id,88a90dif7c33s30
pvalue,1.275454
parameter_name,Mean left eye lens density
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1915087
parameter_id,IMPC_EYE_056_001
