gene_symbol,Col6a3
parameter_id,IMPC_IMM_055_001
mouse_life_stage,Early adult
analysis_id,9yk4113i15c7i12
gene_accession_id,MGI:88461
pvalue,1.022294
parameter_name,NK Subsets (Q2)
mouse_strain,C57BL
