gene_symbol,Hspa5
gene_accession_id,MGI:95835
pvalue,0.2846311
mouse_life_stage,Early adult
parameter_name,Lumbar processes
parameter_id,IMPC_XRY_065_001
mouse_strain,C57BL
analysis_id,1pn5eepencry040
