gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
mouse_life_stage,Middle aged adult
parameter_id,HRWLLA_CBC_014_001
parameter_name,Alkaline phosphatase
pvalue,0.8829847
analysis_id,0m8iutzhi37107e
mouse_strain,C57BL
