gene_symbol,Bmi1
mouse_life_stage,E12.5
analysis_id,g4n12a90i2t609c
pvalue,0.7579742
parameter_id,IMPC_CBC_004_001
mouse_strain,C57BL
gene_accession_id,MGI:88174
parameter_name,Urea (Blood Urea Nitrogen - BUN)
