gene_symbol,Dmap1
analysis_id,0p7t5os7e5z99i9
mouse_strain,C57BL
pvalue,0.7342148
gene_accession_id,MGI:1913483
mouse_life_stage,Early adult
parameter_name,Blood Vessel Morphology
parameter_id,IMPC_GEO_011_001
