mouse_life_stage,Late adult
parameter_id,ESLIM_007_001_015
mouse_strain,C57BL
gene_symbol,AU040320
analysis_id,9f44awsa7y59l51
gene_accession_id,MGI:2140475
pvalue,0.7058645
parameter_name,Number of centre entries
