parameter_id,IMPC_GRS_009_001
gene_accession_id,MGI:1914050
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_life_stage,Early adult
gene_symbol,Trp53rkb
mouse_strain,C57BL
pvalue,0.3204338
analysis_id,02mv8n3s6479ie4
