gene_symbol,Inpp1
parameter_name,Respiration Rate
pvalue,0.5846912
parameter_id,IMPC_ECH_018_001
gene_accession_id,MGI:104848
analysis_id,2kp1mr8w202b656
mouse_strain,C57BL
mouse_life_stage,Early adult
