mouse_life_stage,E9.5
parameter_id,ESLIM_007_001_005
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,3bia2h8400c714s
parameter_name,Whole arena average speed
mouse_strain,C57BL
pvalue,1.022815
