gene_symbol,Jun
parameter_name,Gait
analysis_id,28nqr233vv3fa6r
parameter_id,IMPC_CSD_033_001
gene_accession_id,MGI:96646
mouse_strain,C57BL
pvalue,0.8499012
mouse_life_stage,E15.5
