pvalue,0.4044551
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_strain,129SV
parameter_name,Ulna
parameter_id,IMPC_XRY_023_001
analysis_id,3i034605fpyhw5b
