parameter_id,IMPC_ECG_010_001
mouse_life_stage,Early adult
pvalue,1.058762
gene_symbol,Nanp
parameter_name,HRV
mouse_strain,C57BL
gene_accession_id,MGI:1914561
analysis_id,453yo0b814szt3a
