pvalue,0.5684962
mouse_strain,C57BL
analysis_id,zl89a82zs5xaoos
gene_symbol,Sprr1b
parameter_name,PP1 + pulse startle magnitude
mouse_life_stage,Early adult
gene_accession_id,MGI:106659
parameter_id,ESLIM_011_001_007
