parameter_id,IMPC_ECH_005_001
mouse_life_stage,Early adult
pvalue,0.3256317
mouse_strain,C57BL
analysis_id,d9wlnprmkvu0v20
parameter_name,Fractional Shortening
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
