mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7460236
gene_symbol,Clvs1
parameter_name,Mean cell volume
analysis_id,bg26h0s53mbuj83
gene_accession_id,MGI:1921688
parameter_id,ESLIM_016_001_005
