parameter_name,Distance travelled - total
gene_accession_id,MGI:1339969
pvalue,0.8359312
mouse_strain,C57BL
parameter_id,JAXLA_OFD_020_001
mouse_life_stage,Early adult
gene_symbol,Gja10
analysis_id,5u7b082iix01bv8
