gene_accession_id,MGI:99501
gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,MGP_CSD_066_001
pvalue,0.3749772
parameter_name,Snout morphology
analysis_id,7z1r9y83mn2t2t5
