mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.3621365
parameter_name,Haemoglobin
gene_accession_id,MGI:2684980
parameter_id,ESLIM_016_001_003
gene_symbol,Mms22l
analysis_id,57i7230pop87949
