parameter_id,IMPC_GEL_060_001
pvalue,0.4910959
gene_symbol,Dnajc8
analysis_id,2wv5i9q2r65n16m
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Neural tube morphology
