pvalue,0.5143461
analysis_id,6yuh0kdl79b1wu9
gene_symbol,Sdcbp2
mouse_life_stage,Early adult
parameter_name,Resting CD8+ T cells - % of CD8+
parameter_id,MGP_MLN_014_001
gene_accession_id,MGI:2385156
mouse_strain,C50BL
