gene_symbol,Amigo1
mouse_strain,C57BL
analysis_id,1r23ffe0t88i002
pvalue,0.968972
parameter_id,IMPC_CSD_078_001
parameter_name,Vocalization
gene_accession_id,MGI:2653612
mouse_life_stage,Early adult
