parameter_id,IMPC_ACS_035_001
analysis_id,5z61j1o13sz2101
mouse_life_stage,Early adult
gene_symbol,Clvs1
pvalue,0.2443813
gene_accession_id,MGI:1921688
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI3
