parameter_id,IMPC_IMM_052_001
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
parameter_name,Eosinophils
pvalue,1.181493
gene_symbol,Snap23
mouse_strain,C57BL
analysis_id,fs6q0b0cv89ng52
