gene_symbol,Bmi1
analysis_id,dx9u71g9m91d531
parameter_id,IMPC_CSD_012_001
pvalue,0.1564515
gene_accession_id,MGI:88174
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Coat - hair distribution - head
