parameter_name,Periphery distance travelled
mouse_life_stage,Middle aged adult
gene_symbol,Slc30a4
parameter_id,JAX_OFD_010_001
mouse_strain,C57BL
analysis_id,lp122y3ut31q366
pvalue,0.6381063
gene_accession_id,MGI:1345282
