gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_name,Center average speed
mouse_life_stage,Early adult
analysis_id,0e74474593h2mi1
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_017_001
pvalue,0.9053442
