parameter_id,IMPC_GRS_011_001
gene_symbol,Cntfr
mouse_strain,129SV
gene_accession_id,MGI:99605
pvalue,0.9707799
mouse_life_stage,Early adult
analysis_id,225ygnde1c1m497
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
