parameter_id,MGP_IMM_070_001
mouse_strain,C57BL
analysis_id,9342358vyowklt1
gene_accession_id,MGI:2448481
gene_symbol,Mgst2
parameter_name,Total ab T cells - % of CD45+
pvalue,0.2543101
mouse_life_stage,Early adult
