parameter_id,MGP_MLN_093_001
mouse_life_stage,Early adult
gene_symbol,Tbl1xr1
analysis_id,z8q6698m7w7n340
mouse_strain,C57BL
pvalue,0.6531803
parameter_name,KLRG1+ NK cells - % of CD45+
gene_accession_id,MGI:2441730
