gene_symbol,Bpifa3
parameter_id,IMPC_CBC_012_001
parameter_name,Aspartate aminotransferase
mouse_strain,129SV
pvalue,0.2837157
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
analysis_id,3662o8261x9ab0z
