parameter_name,Whole arena resting time
parameter_id,HRWLLA_OFD_007_001
gene_accession_id,MGI:1332236
analysis_id,r59h8y3fyctxoch
mouse_strain,129SV
gene_symbol,Cds2
pvalue,0.1053156
mouse_life_stage,Early adult
