parameter_id,M-G-P_020_001_001
analysis_id,7l446b77442a70v
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_symbol,Cdin1
parameter_name,Body Weight
pvalue,0.7354621
gene_accession_id,MGI:3026886
