gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
parameter_name,Clavicle
parameter_id,IMPC_XRY_007_001
analysis_id,4h78293ou1y8v48
mouse_strain,C57BL
pvalue,0.2102235
