gene_symbol,Zmynd8
pvalue,0.3722363
mouse_strain,129SV
parameter_id,IMPC_IMM_063_001
parameter_name,B Cells
gene_accession_id,MGI:1918025
analysis_id,998328quf39553k
mouse_life_stage,Early adult
