pvalue,0.1145611
analysis_id,g730siv7592w731
gene_accession_id,MGI:1914556
parameter_id,M-G-P_014_001_009
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Zc2hc1a
parameter_name,lens
