parameter_id,ESLIM_016_001_003
gene_symbol,Nipal3
mouse_strain,129SV
analysis_id,7yw1l2a0e5pmea2
pvalue,0.4952849
mouse_life_stage,Early adult
parameter_name,Haemoglobin
gene_accession_id,MGI:1921802
