gene_symbol,Ahcy
analysis_id,27651tu75cy8663
parameter_id,M-G-P_016_001_001
gene_accession_id,MGI:87968
mouse_strain,C57BL
pvalue,0.08328561
mouse_life_stage,E12.5
parameter_name,White blood cell-count
