parameter_id,M-G-P_026_001_004
gene_accession_id,MGI:1920638
pvalue,0.9828338
mouse_strain,129SV
parameter_name,Coat colouration
gene_symbol,Bpifa3
mouse_life_stage,Early adult
analysis_id,jv7076658pl61op
