parameter_id,JAX_LDT_004_001
analysis_id,b1493v7xf12t735
parameter_name,Dark side time spent
gene_accession_id,MGI:1914071
mouse_strain,C57BL
pvalue,0.2161925
mouse_life_stage,E9.5
gene_symbol,Bcs1l
