gene_symbol,Lpgat1
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,o0rfyjz0u6tm9ea
parameter_id,MGP_IMM_014_001
pvalue,0.5339867
gene_accession_id,MGI:2446186
