gene_symbol,Ola1
mouse_life_stage,E18.5
analysis_id,5ah5r7h46740377
pvalue,0.6101849
gene_accession_id,MGI:1914309
mouse_strain,C57BL
parameter_id,IMPC_ECG_010_001
parameter_name,HRV
