gene_symbol,Hnf4a
analysis_id,43ff091ou8e7d6g
parameter_name,Startle response
pvalue,0.4877476
gene_accession_id,MGI:109128
mouse_strain,C57BL
parameter_id,ESLIM_008_001_013
mouse_life_stage,Late adult
