gene_symbol,Mecom
mouse_life_stage,E12.5
pvalue,0.9343035
analysis_id,755b9002mkei1f1
mouse_strain,C57BL
parameter_name,Number of centre entries
parameter_id,ESLIM_007_001_015
gene_accession_id,MGI:95457
