parameter_id,MGP_PBI_030_001
pvalue,0.4934625
gene_symbol,Mms22l
Mouse_strain,C57BL
Parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
Analysis_id,x00arj880p59b43
gene_accession_id,MGI:2684980
Mouse_life_stage,Early adult
