mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Arpc2
parameter_id,IMPC_OFD_012_001
parameter_name,Periphery permanence time
pvalue,0.399672
gene_accession_id,MGI:1923959
analysis_id,1c7814w838c399n
